Name,Location_x,MinPrice,MaxPrice,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,CP,Adresse,Award2,CLASSEMENT,NOM COMMERCIAL,ADRESSE,Location_y,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,coordonnees,Nom du département,Nom de la région,CLASSEMENT2,tarif_hotel
Anne de Bretagne,La plaine-sur-mer,50,170,Creative,-2.2134222,47.1547317,33240215472.0,https://guide.michelin.com/en/pays-de-la-loire/la-plaine-sur-mer/restaurant/anne-de-bretagne,https://annedebretagne.com/,2 MICHELIN Stars,44770,Port de Gravette,2.0,2 étoiles,CAMPING DES AMIS DE LA NATURE,36 rue ports aux goths,Préfailles,0240645209,utan44prefailles@sfr.fr,-,,,"47.125684,-2.195327",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE,2,112
Villa René Lalique,Wingen-sur-moder,90,230,"Creative, Modern Cuisine",7.365027,48.9185,33388719898.0,https://guide.michelin.com/en/grand-est/wingen-sur-moder/restaurant/villa-rene-lalique,https://villarenelalique.com/,2 MICHELIN Stars,67290,18 rue Bellevue,2.0,5 étoiles,VILLA RENÉ LALIQUE,18 rue Bellevue,Wingen-sur-moder,0388719898,reservation@villarenelalique.com,www.villarenelalique.com,14.0,6.0,"48.918664,7.365304",BAS-RHIN,GRAND EST,5,870
La Table de l'Alpaga,Megève,130,190,Modern Cuisine,6.600987,45.8524843,33450914870.0,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/la-table-de-l-alpaga,https://www.beaumier.com/fr/proprietes/hotel-alpaga/hiver/restaurants/,2 MICHELIN Stars,74120,"Alpaga, 66 allée des Marmoussets, route du Prariand",2.0,2 étoiles,HÔTEL LE GAI SOLEIL,343 rue du crêt du midi,Megève,0450210070,info@le-gai-soleil.fr,http://www.le-gai-soleil.fr,50.0,21.0,"45.853119,6.612748",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES,2,102
Le Neuvième Art,Lyon,120,190,Creative,4.8564194,45.767953,33472741274.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-neuvieme-art,https://leneuviemeart.com/fr/,2 MICHELIN Stars,69006,173 rue Cuvier,2.0,3 étoiles,HÔTEL AU PATIO MORAND,99 rue de créqui,Lyon,0478526262,accueil@hotel-morand.fr,http://www.hotel-morand.fr,51.0,31.0,"45.768388,4.846233",RHONE,AUVERGNE-RHONE-ALPES,3,285
Racine,Reims,110,220,Creative,4.0375656,49.2528907,33326351695.0,https://guide.michelin.com/en/grand-est/reims/restaurant/racine,https://www.racine.re/,2 MICHELIN Stars,51100,6 place Godinot,2.0,3 étoiles,HÔTEL CAMPANILE REIMS CENTRE CATHÉDRALE,37 boulevard Paul Doumer,Reims,0326400108,reims.centre@campanile.fr,http://www.campanile-reims-centre-cathedrale.fr/fr/index.aspx,173.0,81.0,"49.248554,4.027411",MARNE,GRAND EST,3,219
Les Morainières,Jongieux,148,220,"Creative, Modern Cuisine",5.7982975,45.7449451,33479440939.0,https://guide.michelin.com/en/auvergne-rhone-alpes/jongieux/restaurant/les-morainieres,https://www.les-morainieres.com/fr/,2 MICHELIN Stars,73170,Route de Marétel,2.0,1 étoile,CAMPING LE BOL D'AIR,LE LUTRIN,Saint-paul,0479368159,info@leboldair.com,-,,,"45.677963,5.804476",SAVOIE,AUVERGNE-RHONE-ALPES,1,100
La Villa Archange,Le cannet,105,350,Modern Cuisine,7.014556,43.5716556,33492181828.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-cannet/restaurant/villa-archange,https://www.bruno-oger.com/fr,2 MICHELIN Stars,6110,Rue de l'Ouest,2.0,3 étoiles,HÔTEL BALLADINS,2 rue Simiane,Le cannet,0493457976,cannes.lecannet@balladins.com,http://www.balladins-cannes-lecannet.com/,86.0,40.0,"43.570628,7.016774",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,3,176
Maison Aribert,Uriage-les-bains,125,195,Creative,5.8315479,45.1417394,33458174830.0,https://guide.michelin.com/en/auvergne-rhone-alpes/uriage-les-bains/restaurant/maison-aribert,https://maisonaribert.com/,2 MICHELIN Stars,38410,280 allée du Jeune-Bayard,2.0,3 étoiles,L’ÉCRIN DES NEIGES,500 RUE DES CHARDONS BLEUS,Chamrousse,0476542473,reservation@monalisa.fr,www.monalisa.fr,786.0,,"45.105222,5.87563",ISERE,AUVERGNE-RHONE-ALPES,3,284
Hostellerie Jérôme,La turbie,139,185,Mediterranean Cuisine,7.4002192,43.745144,33492415151.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-turbie/restaurant/hostellerie-jerome,https://www.hostellerie-jerome.com/,2 MICHELIN Stars,6320,20 rue Comte-de-Cessole,2.0,3 étoiles,HÔTEL NAPOLÉON,7 AVENUE DE LA VICTOIRE,La turbie,0493516266,le-napoleon@orange.fr,http://hotel-napoleon.com,54.0,24.0,"43.745489,7.399602",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,3,260
La Marine,L'herbaudière,140,230,"Creative, Seafood",-2.2997432,47.0238056,33251392309.0,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,https://www.alexandrecouillon.com/fr/,2 MICHELIN Stars,85330,3 rue Marie-Lemonnier,2.0,3 étoiles,HÔTEL SAINT-PAUL,15 avenue du Maréchal Foch,Noirmoutier-en-l'île,0251390563,contact@hotel-saint-paul.net,http://hotel-saint-paul.net,79.0,32.0,"47.011021,-2.22655",VENDEE,PAYS DE LA LOIRE,3,224
Jean-Luc Tartarin,Le havre,48,135,"Creative, Modern Cuisine",0.1031042,49.493762,33235454620.0,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin,https://www.jeanluc-tartarin.com/fr/,2 MICHELIN Stars,76600,73 avenue Foch,2.0,4 étoiles,HÔTEL MERCURE LE HAVRE CENTRE BASSIN DU COMMERCE,Chaussée Georges POMPIDOU,Le havre,0235195050,h0341@accor.com,http://www.accorhotels.com/fr/hotel-0341-hotel-mercure-le-havre-centre-bassin-du-commerce/index.shtml,240.0,96.0,"49.490091,0.116713",SEINE-MARITIME,NORMANDIE,4,673
La Pyramide - Patrick Henriroux,Vienne,85,209,Modern Cuisine,4.8667852,45.516812,33474530196.0,https://guide.michelin.com/en/auvergne-rhone-alpes/vienne/restaurant/la-pyramide-patrick-henriroux,https://www.lapyramide.com/fr/,2 MICHELIN Stars,38200,14 boulevard Fernand-Point,2.0,2 étoiles,HÔTEL IBIS BUDGET CENTRE VIENNE,Cours de Verdun PLACE CAMILLE JOUFFRAY,Vienne,0892700968,h1434@accor.com,http://www.accorhotels.com/fr/hotel-1434-ibis-budget-vienne-sud/index.shtml,140.0,58.0,"45.521089,4.871707",ISERE,AUVERGNE-RHONE-ALPES,2,122
Jean Sulpice,Talloires-montmin,235,275,Creative,6.210543,45.8393308,33450607201.0,https://guide.michelin.com/en/auvergne-rhone-alpes/talloires-montmin/restaurant/jean-sulpice,https://www.perebise.com/,2 MICHELIN Stars,74290,303 route du Port,2.0,2 étoiles,CAMPING L'HORIZON,"754 le Thoron, les granges",Talloires,0450607871,info@camping-horizon.fr,www.camping-horizon.fr,,,"45.84542,6.215209",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES,2,103
La Grand'Vigne - Les Sources de Caudalie,Martillac,165,205,Modern Cuisine,-0.5572,44.73119,33557838383.0,https://guide.michelin.com/en/nouvelle-aquitaine/martillac/restaurant/la-grand-vigne,https://www.sources-caudalie.com/,2 MICHELIN Stars,33650,Chemin de Smith-Haut-Lafitte,2.0,5 étoiles,LES SOURCES DE CAUDALIE,Chemin de Smith Haut Lafitte,Martillac,0557838383,reservations@sources-caudalie.com,www.sources-caudalie.com,130.0,61.0,"44.730958,-0.559078",GIRONDE,NOUVELLE-AQUITAINE,5,1435
Mère Brazier,Lyon,95,300,Classic Cuisine,4.8372034,45.7714309,33478231720.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/mere-brazier,https://lamerebrazier.fr/,2 MICHELIN Stars,69001,12 rue Royale,2.0,2 étoiles,HÔTEL LE PATIO DES TERREAUX,9 rue sainte catherine,Lyon,0478281101,contact@patio-terreaux.com,www.patio-terreaux.com,56.0,27.0,"45.768199,4.833046",RHONE,AUVERGNE-RHONE-ALPES,2,138
Le Coquillage,Cancale,145,190,"Seafood, Creative",-1.8711232,48.6430654,33299896476.0,https://guide.michelin.com/en/bretagne/cancale/restaurant/le-coquillage,https://www.roellinger-bricourt.com/fr/,2 MICHELIN Stars,35350,Lieu-dit Le Buot,2.0,2 étoiles,CAMPING DE TANNÉE,RUE DE TANNéE,Saint-coulomb,0299894120,contact@campingdetannee.fr,http://www.campingdetannee.fr/,,,"48.686967,-1.892729",ILLE-ET-VILAINE,BRETAGNE,2,111
Relais de la Poste,Magescq,70,150,Classic Cuisine,-1.2178012,43.7787609,33558477025.0,https://guide.michelin.com/en/nouvelle-aquitaine/magescq/restaurant/relais-de-la-poste11709,https://www.relaisposte.com/fr/,2 MICHELIN Stars,40140,24 avenue de Maremne,2.0,5 étoiles,CAMPING FRAM NATURE SOUSTONS,63 AVENUE DE PORT D'ALBRET,Soustons,0558777000,tcolson@fram.fr,http://www.camping-nature-soustons.fr,,,"43.752131,-1.346125",LANDES,NOUVELLE-AQUITAINE,5,868
La Grenouillère,La madelaine-sous-montreuil,185,245,"Modern Cuisine, Creative",1.75472,50.47092,33321060722.0,https://guide.michelin.com/en/hauts-de-france/la-madelaine-sous-montreuil/restaurant/la-grenouillere,https://www.lagrenouillere.fr/,2 MICHELIN Stars,62170,19 rue de la Grenouillère,2.0,2 étoiles,CAMPING LA FONTAINE DES CLERCS,1 rue de l'église,Montreuil-sur-mer,0321060728,desmarest.mi@wanadoo.fr,www.campinglafontainedesclercs.fr,,,"50.468225,1.763089",PAS-DE-CALAIS,HAUTS-DE-FRANCE,2,131
Le Chabichou by Stéphane Buron,Courchevel,195,345,Classic Cuisine,6.629984,45.41616,33479080055.0,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-chabichou-by-stephane-buron,https://www.chabichou-courchevel.com/,2 MICHELIN Stars,73120,"90 rue des Chenus, Courchevel 1850",2.0,4 étoiles,RÉSIDENCE PIERRE ET VACANCES PREMIUM LES CHALETS DU FORUM,1 RUE DU PLANTRET,Courchevel,0479009000,coc@fr.groupepvcp.com,www.pierreetvacances.com,388.0,,"45.415336,6.631848",SAVOIE,AUVERGNE-RHONE-ALPES,4,590
Au 14 Février,Saint-amour-bellevue,98,145,Creative,4.7492881,46.2420774,33385371145.0,https://guide.michelin.com/en/bourgogne-franche-comte/saint-amour-bellevue/restaurant/au-14-fevrier420131,https://www.sa-au14fevrier.com/,2 MICHELIN Stars,71570,Le Plâtre-Durand,2.0,3 étoiles,CONTACT HÔTEL MÂCON SUD,164 rue de la Bresse,Chaintré,0385239750,goutordistrib@yahoo.fr,http://www.maconsudhotel.com/,94.0,42.0,"46.256188,4.791656",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,3,253
La Palme d'Or,Cannes,195,260,Creative,7.0306323,43.5478128,33492987414.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/cannes/restaurant/la-palme-d-or,https://www.lapalmedor-restaurant.fr/,2 MICHELIN Stars,6400,73 boulevard de la Croisette,2.0,4 étoiles,HÔTEL CLUB MAINTENON,14 RUE EDITH CAVELL,Cannes,0492993600,michel.boulerot@clubmaintenon.fr,www.hotel-maintenon-cannes.com,168.0,82.0,"43.55408,7.015385",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,4,722
Maison Jeunet,Port-lesney,65,152,Modern Cuisine,5.8240603,46.9992762,33384738585.0,https://guide.michelin.com/en/bourgogne-franche-comte/port-lesney/restaurant/chateau-de-germigney,https://maison-jeunet.com/,2 MICHELIN Stars,39330,"Château de Germigney, rue Edgar-Faure",2.0,2 étoiles,CHALET BEL AIR,route de bel air,Mouchard,0384378034,bruno.gatto@wanadoo.fr,www.besac.com/chaletbelair/,18.0,10.0,"46.978445,5.805073",JURA,BOURGOGNE-FRANCHE-COMTE,2,100
La Côte Saint-Jacques,Joigny,85,238,Classic Cuisine,3.3853151,47.9833796,33386620970.0,https://guide.michelin.com/en/bourgogne-franche-comte/joigny/restaurant/la-cote-saint-jacques,https://www.cotesaintjacques.com/,2 MICHELIN Stars,89300,14 faubourg de Paris,2.0,3 étoiles,HÔTEL LE RIVE GAUCHE,chemin du port au bois,Joigny,0386914666,contact@hotel-le-rive-gauche.fr,http://www.hotel-le-rive-gauche.fr,91.0,42.0,"47.981411,3.38977",YONNE,BOURGOGNE-FRANCHE-COMTE,3,260
Sur Mesure par Thierry Marx,Paris,85,195,Creative,2.3269216,48.8671459,33170987125.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sur-mesure-par-thierry-marx,https://www.mandarinoriental.fr/paris/place-vendome/fine-dining/restaurants/french-cuisine/sur-mesure-par-thierry-marx,2 MICHELIN Stars,75001,"Mandarin Oriental, 251 rue Saint-Honoré",2.0,3 étoiles,HÔTEL LOUVRE BONS ENFANTS,5 rue des bons enfants,Paris,0142614731,info@hotellouvrebonsenfants.com,www.hotellouvrebonsenfants.com,61.0,33.0,"48.862801,2.338203",PARIS,ILE-DE-FRANCE,3,258
La Voile - La Réserve Ramatuelle,Ramatuelle,160,210,Modern Cuisine,6.6496163,43.1906565,33494449444.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/ramatuelle/restaurant/la-voile,https://www.lareserve-ramatuelle.com/,2 MICHELIN Stars,83350,Chemin de la Quessine,2.0,4 étoiles,HOSTELLERIE LE BAOU,AVENUE GUSTAVE ETIENNE,Ramatuelle,0498129420,sales@alpazurhotels.com,http://www.hostellerie-le-baou.com,103.0,41.0,"43.21818,6.612658",VAR,PROVENCE-ALPES-COTE D'AZUR,4,410
Le Pressoir d'Argent - Gordon Ramsay,Bordeaux,185,250,Modern Cuisine,-0.57461,44.84241,33557304304.0,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/le-pressoir-d-argent-gordon-ramsay,https://www.bordeaux.intercontinental.com/,2 MICHELIN Stars,33000,"Le Grand Hôtel, 2 place de la Comédie",2.0,3 étoiles,HÔTEL IBIS STYLES BORDEAUX MÉRIADECK,Avenue du Général de LARMINAT 54 rue Joseph Abria,Bordeaux,0556240139,direction.meriadeck@orange.fr,http://www.accorhotels.com/fr/hotel-7368-ibis-styles-bordeaux-meriadeck/index.shtml,204.0,102.0,"44.833087,-0.595504",GIRONDE,NOUVELLE-AQUITAINE,3,293
L'Auberge des Glazicks,Plomodiern,80,210,Creative,-4.2351146,48.1804523,33298815232.0,https://guide.michelin.com/en/bretagne/plomodiern/restaurant/l-auberge-des-glazicks,https://www.aubergedesglazick.com/fr/,2 MICHELIN Stars,29550,7 rue de la Plage,2.0,2 étoiles,CAMPING DE LA PLAGE DE PORS AR VAG,Goulit ar Guer,Plomodiern,0298815142,contact@porsarvag.com,www.porsarvag.com,,,"48.167042,-4.291369",FINISTERE,BRETAGNE,2,112
La Table Lionel Giraud,Narbonne,80,160,Creative,2.9921269,43.1742548,33468413737.0,https://guide.michelin.com/en/occitanie/narbonne/restaurant/la-table-saint-crescent,https://maison.saintcrescent.com,2 MICHELIN Stars,11100,Rond-point de la Liberté - 68 avenue du Général-Leclerc,2.0,4 étoiles,CAMPING LES MIMOSAS,Chaussée de Mandirac,Narbonne,0468490372,info@lesmimosas.com,http://www.lesmimosas.com,,,"43.1308,3.016665",AUDE,OCCITANIE,4,524
JY'S,Colmar,72,204,Creative,7.3521474,48.0755316,33389215360.0,https://guide.michelin.com/en/grand-est/colmar/restaurant/jy-s,https://www.jean-yves-schillinger.com/,2 MICHELIN Stars,68000,3 allée du Champ-de-Mars,2.0,3 étoiles,HÔTEL TURENNE,10 Route de Bâle,Colmar,0389215858,infos@turenne.com,www.turenne.com,172.0,75.0,"48.071887,7.360607",HAUT-RHIN,GRAND EST,3,162
Auberge du Cheval Blanc,Lembach,82,145,Creative,7.7902036,49.003531,33388944186.0,https://guide.michelin.com/en/grand-est/lembach/restaurant/auberge-du-cheval-blanc4111,https://www.au-cheval-blanc.fr/fr/,2 MICHELIN Stars,67510,4 rue de Wissembourg,2.0,2 étoiles,HÔTEL RESTAURANT À L'ANGE,10 route de Wissembourg,Climbach,0388944372,hotel.rest-alange@wanadoo.fr,http://www.hotel-ange-alsace.fr/hotel.html,16.0,8.0,"49.018504,7.851338",BAS-RHIN,GRAND EST,2,140
Auberge de l'Ill,Illhaeusern,125,256,Classic Cuisine,7.433164,48.1843767,33389718900.0,https://guide.michelin.com/en/grand-est/illhaeusern/restaurant/auberge-de-l-ill,https://www.auberge-de-l-ill.com/fr/,2 MICHELIN Stars,68970,2 rue de Collonges-au-Mont-d'Or,2.0,5 étoiles,HÔTEL DES BERGES,4 rue de Collonges au Mont d'or,Illhaeusern,0389718787,message@hoteldesberges.com,http://www.hoteldesberges.com,26.0,13.0,"48.183556,7.432791",HAUT-RHIN,GRAND EST,5,1133
Le Montgomerie,Courchevel,250,350,"Creative, Modern Cuisine",6.638027,45.40243,33479014646.0,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-montgomerie,https://www.lek2altitude.com/fr/deguster/montgomerie.html,2 MICHELIN Stars,73120,"Le K2 Altitude, 356 route de l'Altiport, Courchevel 1850",2.0,4 étoiles,RÉSIDENCE PIERRE ET VACANCES PREMIUM LES CHALETS DU FORUM,1 RUE DU PLANTRET,Courchevel,0479009000,coc@fr.groupepvcp.com,www.pierreetvacances.com,388.0,,"45.415336,6.631848",SAVOIE,AUVERGNE-RHONE-ALPES,4,624
Le Puits St-Jacques,Pujaudran,39,150,Creative,1.1501235,43.590856,33562074111.0,https://guide.michelin.com/en/occitanie/pujaudran/restaurant/le-puits-st-jacques,https://lepuitssaintjacques.fr/,2 MICHELIN Stars,32600,Avenue Victor-Capoul,2.0,2 étoiles,HOSTELLERIE DU LAC,AVENUE CORPS FRANC POMMIèS,L'isle-jourdain,0562070391,hotel-du-lac@wanadoo.fr,http://www.hostelleriedulac.fr/,54.0,25.0,"43.614203,1.076433",GERS,OCCITANIE,2,141
Lalique,Bommes,95,165,Modern Cuisine,-0.3374123,44.5493811,33524228011.0,https://guide.michelin.com/en/nouvelle-aquitaine/bommes/restaurant/lalique,https://www.lafauriepeyragueylalique.com/,2 MICHELIN Stars,33210,Lieu-dit Peyraguey,2.0,2 étoiles,HÔTEL ALIÉNOR,ROUTE DE FARGUES,Langon,0556621515,hotel.alienorlangon@orange.fr,http://www.hotel-alienorlangon.fr,40.0,20.0,"44.553833,-0.290661",GIRONDE,NOUVELLE-AQUITAINE,2,142
La Table de Franck Putelat,Carcassonne,95,195,Modern Cuisine,2.36468,43.20386,33468718080.0,https://guide.michelin.com/en/occitanie/carcassonne/restaurant/la-table-de-franck-putelat,https://www.franckputelat.com/,2 MICHELIN Stars,11000,"80 chemin des Anglais, au Sud de la Cité",2.0,4 étoiles,CAMPING DE LA CITÉ,chemin Bernard Délicieux,Carcassonne,0468100100,juan.diez@carcassonne.fr,http://www.campingcitecarcassonne.com/,,,"43.199416,2.345329",AUDE,OCCITANIE,4,440
La Maison d'à Côté,Montlivault,98,218,"Modern Cuisine, Creative",1.4451819,47.6411034,33254206230.0,https://guide.michelin.com/en/centre-val-de-loire/montlivault/restaurant/la-maison-d-a-cote,https://www.lamaisondacote.fr/,2 MICHELIN Stars,41350,17 rue de Chambord,2.0,1 étoile,HÔTEL NOCTUEL,100 rue des perrières,Saint-gervais-la-forêt,0254505252,hotelnoctuel-blois@wanadoo.fr,http://www.hotel-blois-noctuel-41.com,96.0,48.0,"47.566928,1.368009",LOIR-ET-CHER,CENTRE-VAL DE LOIRE,1,92
Bras,Laguiole,190,260,Creative,2.8992347,44.678547,33565511820.0,https://guide.michelin.com/en/occitanie/laguiole/restaurant/bras,https://www.bras.fr/fr/,2 MICHELIN Stars,12210,Route de l'Aubrac,2.0,3 étoiles,CAMPING LA ROMIGUIÈRE,lac de la selve,Montpeyroux,0565444464,contact@laromiguiere.net,www.laromiguiere.fr,,,,,,3,196
Paul Bocuse,Collonges-au-mont-d'or,200,310,Classic Cuisine,4.8475623,45.8156437,33472429090.0,https://guide.michelin.com/en/auvergne-rhone-alpes/collonges-au-mont-d-or/restaurant/paul-bocuse,https://bocuse.fr/fr/,2 MICHELIN Stars,69660,40 quai de la Plage,2.0,2 étoiles,HÔTEL LE COLLONGES,10 rue Gallieni,Collonges-au-mont-d'or,0472278400,logis@lecollonges.fr,http://lecollonges.fr,65.0,26.0,"45.825978,4.852574",RHONE,AUVERGNE-RHONE-ALPES,2,110
La Table d'Olivier Nasti,Kaysersberg,165,270,Creative,7.265581,48.1386233,33389476464.0,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/la-table-d-olivier-nasti,https://www.lechambard.fr/fr/,2 MICHELIN Stars,68240,9-13 rue du Général-de-Gaulle,2.0,2 étoiles,HÔTEL RESTAURANT HASSENFORDER,129 rue du général De Gaulle,Kaysersberg,0389471354,rception@roger-hassenforder.com,www.roger-hassenforder.com,28.0,14.0,"48.140587,7.259418",HAUT-RHIN,GRAND EST,2,117
Serge Vieira,Chaudes-aigues,130,215,Creative,3.0019755,44.8445059,33471207385.0,https://guide.michelin.com/en/auvergne-rhone-alpes/chaudes-aigues/restaurant/serge-vieira,https://www.sergevieira.com/,2 MICHELIN Stars,15110,Le Couffour,2.0,2 étoiles,HÔTEL DU BAN,27 AVENUE GEORGES POMPIDOU,Chaudes-aigues,0471235106,info@caleden.com,http://www.caleden.com,83.0,40.0,"44.850977,3.003555",CANTAL,AUVERGNE-RHONE-ALPES,2,107
Flaveur,Nice,125,225,Creative,7.2718302,43.7014072,33493625395.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/flaveur,https://www.restaurant-flaveur.com/,2 MICHELIN Stars,6000,25 rue Gubernatis,2.0,4 étoiles,HÔTEL MERCURE NICE CENTRE NOTRE DAME,28 avenue notre dame,Nice,0493133636,h1291@accor.com,http://www.accorhotels.com/fr/hotel-1291-hotel-mercure-nice-centre-notre-dame/index.shtml,422.0,198.0,"43.703675,7.266847",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,4,786
Takao Takano,Lyon,50,160,Creative,4.8425758,45.7705183,33482314339.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/takao-takano,https://www.takaotakano.com/,2 MICHELIN Stars,69006,33 rue Malesherbes,2.0,3 étoiles,HÔTEL AU PATIO MORAND,99 rue de créqui,Lyon,0478526262,accueil@hotel-morand.fr,http://www.hotel-morand.fr,51.0,31.0,"45.768388,4.846233",RHONE,AUVERGNE-RHONE-ALPES,3,206
Marsan par Hélène Darroze,Paris,95,325,Modern Cuisine,2.3278298,48.85008,33142220011.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/marsan-par-helene-darroze,https://www.helenedarroze.com/,2 MICHELIN Stars,75006,4 rue d'Assas,2.0,3 étoiles,HÔTEL MAYET,3 rue mayet,Paris,0147832135,hotel@mayet.com,www.mayet.com,46.0,23.0,"48.84713,2.318561",PARIS,ILE-DE-FRANCE,3,187
Le Sarkara,Courchevel,175,250,Creative,6.6387485,45.4121633,33479400880.0,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/sarkara,https://www.lek2palace.com/fr/deguster/le-sarkara.html,2 MICHELIN Stars,73120,"Le K2 Palace, 238 rue des Clarines, Courchevel 1850",2.0,4 étoiles,RÉSIDENCE PIERRE ET VACANCES PREMIUM LES CHALETS DU FORUM,1 RUE DU PLANTRET,Courchevel,0479009000,coc@fr.groupepvcp.com,www.pierreetvacances.com,388.0,,"45.415336,6.631848",SAVOIE,AUVERGNE-RHONE-ALPES,4,406
L'Atelier d'Edmond,Val-d'isère,58,210,Creative,7.0096222,45.4499856,33479000082.0,https://guide.michelin.com/en/auvergne-rhone-alpes/val-d-isre/restaurant/l-atelier-d-edmond,https://www.atelier-edmond.com/,2 MICHELIN Stars,73150,Le Fornet,2.0,2 étoiles,HÔTEL VICTORS,Route du Parc des Sports,Val-d'isère,0479060652,victors@langley.eu,http://www.langleyhotels.eu/en-us/hotels/winterhotels/victors/accommodations.aspx,100.0,36.0,"45.448246,6.976705",SAVOIE,AUVERGNE-RHONE-ALPES,2,121
Michel Sarran,Toulouse,75,195,Creative,1.4345204,43.6072744,33561123232.0,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran,https://www.michel-sarran.com/fr/,2 MICHELIN Stars,31000,21 boulevard Armand-Duportal,2.0,4 étoiles,NÉMÉA APPART'HÔTEL RÉSIDENCE CONCORDE,16 Boulevard Bonrepos,Toulouse,0562161442,toulouse-concorde@nemea.fr,http://www.residence-nemea.com/ete/france/midi-pyrenees/haute-garonne/toulouse/residence-vacances-concorde-117.html,220.0,,"43.611938,1.451906",HAUTE-GARONNE,OCCITANIE,4,783
Py-r,Toulouse,98,128,Modern Cuisine,1.4408583,43.599313,33561255152.0,https://guide.michelin.com/en/occitanie/toulouse/restaurant/py-r,https://www.py-r.com/,2 MICHELIN Stars,31000,19 descente de la Halle-aux-Poissons,2.0,4 étoiles,NÉMÉA APPART'HÔTEL RÉSIDENCE CONCORDE,16 Boulevard Bonrepos,Toulouse,0562161442,toulouse-concorde@nemea.fr,http://www.residence-nemea.com/ete/france/midi-pyrenees/haute-garonne/toulouse/residence-vacances-concorde-117.html,220.0,,"43.611938,1.451906",HAUTE-GARONNE,OCCITANIE,4,533
